organ,tool,cell_id,cell_label
large intestine,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_4052021,GZMK CD8 T cell
large intestine,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0000740,Ganglion cell
large intestine,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0000745,Horizontal cell
large intestine,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0002138,Lymphatic EC
large intestine,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0002399,cDC2
large intestine,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0000127,Astrocyte
large intestine,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0000125,Glial cell of intestine
large intestine,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0002144,Capillary EC
large intestine,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0000682,Microfold cell
large intestine,pan-human-azimuth,https://purl.org/ccf/ASCTB-TEMP_endothelial-mesenchymal-transition-ec,Endothelial���mesenchymal transition EC
large intestine,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0019032,Tuft cell
large intestine,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0000863,M1 macrophage
large intestine,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0000164,Enteroendocrine cell
large intestine,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0000097,Mast cell
large intestine,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0000598,Pyramidal neuron
large intestine,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0000934,KLRB1 cytotoxic CD4 T
large intestine,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0000897,Memory CD4 T cell
large intestine,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0000136,Adipocyte
large intestine,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0000790,abT (entry) cell
large intestine,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0000669,Pericyte
large intestine,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0000844,Germinal center B cell
large intestine,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0000561,Amacrine cell
large intestine,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0000188,Skeletal muscle cell
large intestine,popv,http://purl.obolibrary.org/obo/CL_0002071,enterocyte of epithelium of large intestine
large intestine,popv,http://purl.obolibrary.org/obo/CL_0000057,fibroblast
large intestine,popv,http://purl.obolibrary.org/obo/CL_1000320,large intestine goblet cell
large intestine,popv,http://purl.obolibrary.org/obo/CL_0000131,gut endothelial cell
large intestine,popv,http://purl.obolibrary.org/obo/CL_0000786,plasma cell
large intestine,popv,http://purl.obolibrary.org/obo/CL_0009009,paneth cell of colon
large intestine,popv,http://purl.obolibrary.org/obo/CL_0000624,"CD4-positive, alpha-beta T cell"
large intestine,popv,http://purl.obolibrary.org/obo/CL_0009011,transit amplifying cell of colon
large intestine,popv,http://purl.obolibrary.org/obo/CL_0019032,intestinal tuft cell
large intestine,popv,http://purl.obolibrary.org/obo/CL_0000576,monocyte
large intestine,popv,http://purl.obolibrary.org/obo/CL_0000236,B cell
large intestine,popv,http://purl.obolibrary.org/obo/CL_0000775,neutrophil
large intestine,popv,http://purl.obolibrary.org/obo/CL_0000625,"CD8-positive, alpha-beta T cell"
large intestine,popv,http://purl.obolibrary.org/obo/CL_1001516,intestinal enteroendocrine cell
large intestine,popv,http://purl.obolibrary.org/obo/CL_0000097,mast cell
large intestine,popv,http://purl.obolibrary.org/obo/CL_0009016,intestinal crypt stem cell of large intestine
large intestine,popv,http://purl.obolibrary.org/obo/CL_0002253,epithelial cell of large intestine
large intestine,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000584,enterocyte
large intestine,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000192,muscle cell:smooth
large intestine,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000499,stromal cell
large intestine,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000160,goblet cell
large intestine,sc_proteomics,http://purl.obolibrary.org/obo/CL_0009010,transit amplifying cell
large intestine,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000786,plasma cell
large intestine,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000115,endothelial cell
large intestine,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000235,macrophage
large intestine,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000624,t cell:cd4+
large intestine,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000625,t cell:cd8+ alpha-beta
large intestine,sc_proteomics,http://purl.obolibrary.org/obo/CL_0002138,endothelial cell of lymphatic vessel
large intestine,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000540,neuron
large intestine,sc_proteomics,http://purl.obolibrary.org/obo/CL_0001056,dendritic cell
large intestine,sc_proteomics,http://purl.obolibrary.org/obo/CL_0002088,interstitial cell of cajal
large intestine,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000236,b cell
large intestine,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000775,neutrophil
large intestine,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000165,neuroendocrine cell
large intestine,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000863,macrophage:inflammatory
large intestine,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000623,natural killer cell
large intestine,sc_proteomics,http://purl.obolibrary.org/obo/CL_0001028,lymphocyte:cd7+
large intestine,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000510,paneth cell
large intestine,sc_proteomics,http://purl.obolibrary.org/obo/CL_4033092,enterocyte:cd57+
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_0000192,SMC (PLPP2+)
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_1000347,Colonocyte
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_4047003,Cycling plasma cell
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_0000160,Goblet cell
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_0000499,Transitional Stromal 3 (C3+)
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_0000222,Mesoderm 1 (HAND1+)
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_0000186,myofibroblast (RSPO2+)
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_0000084,Activated T
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_0000987,IgA plasma cell
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_0002607,Branch A4 (IN)
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_0000577,EECs
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_0000798,TRGV2 gdT
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_0002138,LEC6 (ADAMTS4+)
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_0002038,Tfh
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_4047017,TA
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_1000360,Microfold cell
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_4040002,Adult Glia
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_0000034,Stem cells
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_0011026,ILCP
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_0000235,LYVE1+ Macrophage
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_0000669,Contractile pericyte (PLN+)
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_4030026,BEST4+ epithelial
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_0000787,Memory B
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_4047029,arterial capillary
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_0000125,Glia 3 (BCAN+)
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_4033068,Cycling B cell
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_0002399,cDC2
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_0000097,Mast cell
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_0000788,STAT1+ Naive B
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_0000625,SELL+ CD8 T
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_0000906,Activated CD8 T
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_0000896,Activated CD4 T
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_0000624,SELL+ CD4 T
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_0002543,Mature venous EC
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_1000413,Mature arterial EC
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_0000077,Mesothelium (RGS5+)
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_0002204,Tuft
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_0000623,NK cell
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_0000815,Treg
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_0000576,Monocytes
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_0000817,Pre-B
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_4047011,Fetal venous EC
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_0000909,CD8 Tmem
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_0002279,L cells (PYY+)
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_4047012,angiogenic pericyte
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_0000985,IgG plasma cell
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_0000584,Enterocyte
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_0000784,Lymphoid DC
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_4047004,cycling EC
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_0000940,MAIT cell
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_0009105,T reticular
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_0001071,LTi-like NCR- ILC3
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_0000814,NK T cell
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_0000510,Paneth
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_0000031,Neuroblast
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_4047006,Fetal arterial EC
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_0000556,Megakaryocyte
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_0002071,EC cells (TAC1+)
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_0000766,MPO+ mono-neutrophil
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_0002277,I cells (CCK+)
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_0000863,MMP9+ Inflammatory macrophage
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_0000826,Pro-B
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_0000051,CLP
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_0000899,Th17
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_0000502,D cells (SST+)
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_0002394,cDC1
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_0001078,ILC3
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_0000545,Th1
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_0000000,CLDN10+ cells
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_0001081,ILC2
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_0011020,ENCC/glia Progenitor
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_0000164,M/X cells (MLN/GHRL+)
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_4047002,cycling ENCC/glia
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_0000844,DZ GC cell
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_0000232,RBC
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_0002088,ICC
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_4047007,Immature pericyte
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_0000586,Germ
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_0002278,K cells (GIP+)
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_4047005,cycling neuroblast
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_0000442,FDC
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_0002280,N cells (NTS+)
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_0000816,Immature B
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_4047030,venous capillary
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_0000986,IgM plasma cell
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_4047001,cycling stromal
large intestine,celltypist,http://purl.obolibrary.org/obo/CL_0009111,LZ GC cell
large intestine,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0000939,CD16 NK cell
large intestine,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0000765,Late hemoglobin+ erythroblast
large intestine,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0000786,Plasma cell
large intestine,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_1000347,Colonocyte
large intestine,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0000909,GZMB CD8 T cell
large intestine,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0000057,IGFBP6+APOD+ fibroblast
large intestine,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0000584,Enterocyte
large intestine,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0002357,Fetal HBG+ erythrocyte
large intestine,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0000788,Naive B cell
large intestine,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0000787,Memory B cell
large intestine,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0019031,Goblet cell
large intestine,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0000186,Myofibroblast
large intestine,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0000934,KLRB1 cytotoxic CD4 T
large intestine,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0000510,Paneth cell
large intestine,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0000895,Naive CD4 T cell
large intestine,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0000235,LYVE1 macrophage
large intestine,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0000792,Treg cell
large intestine,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0000790,abT (entry) cell
large intestine,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0000097,Mast cell
large intestine,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_4047017,Transit-amplifying cell
large intestine,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0000826,ProB cell
large intestine,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0000775,Neutrophil
large intestine,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0000863,M1 macrophage
large intestine,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0000125,Glial cell of intestine
large intestine,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0000359,Vascular smooth muscle cell
large intestine,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0002543,Venous EC
large intestine,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0000583,Alveolar macrophage
large intestine,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0000814,Cycling T/NK cell
large intestine,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0019032,Tuft cell
large intestine,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_1000413,Arterial EC
large intestine,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0002179,Surface mucous cell
large intestine,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_4052021,GZMK CD8 T cell
large intestine,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0002138,Lymphatic EC
large intestine,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0002144,Capillary EC
large intestine,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0000740,Ganglion cell
large intestine,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0000745,Horizontal cell
large intestine,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0002399,cDC2
large intestine,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0002038,Tfh cell
large intestine,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0000164,Enteroendocrine cell
large intestine,pan-human-azimuth,https://purl.org/ccf/ASCTB-TEMP_endothelial-mesenchymal-transition-ec,Endothelial���mesenchymal transition EC
large intestine,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0000127,Astrocyte
large intestine,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0000897,Memory CD4 T cell
large intestine,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0001065,ILC
large intestine,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0001054,CD14 monocyte
large intestine,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0000682,Microfold cell
large intestine,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0000669,Pericyte
large intestine,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0000938,CD56 NK cell
large intestine,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0000598,Pyramidal neuron
large intestine,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0000136,Adipocyte
large intestine,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0000077,CRABP1+ mesothelial cell
large intestine,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0002394,cDC1
large intestine,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0000844,Germinal center B cell
large intestine,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0000561,Amacrine cell
large intestine,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0000188,Skeletal muscle cell
large intestine,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0000129,Microglia
large intestine,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0000900,Naive CD8 T cell
large intestine,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_4033068,Cycling B
